Linux 6.18.35 (resarch-fixture) 	09/24/26 	_aarch64_	(5 CPU)

01:38:57        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
01:38:58        all      0.00      0.00      0.00      0.00      0.00      0.00      0.20      0.00      0.00     99.80
01:38:58          0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:38:58          1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:38:58          2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:38:58          3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:38:58          4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:        all      0.00      0.00      0.00      0.00      0.00      0.00      0.20      0.00      0.00     99.80
Average:          0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00

01:38:57       proc/s   cswch/s
01:38:58         0.00    311.88
Average:         0.00    311.88

01:38:57         INTR    intr/s
01:38:58          sum    228.71
01:38:58            0      0.00
01:38:58            1      0.00
01:38:58            2     80.20
01:38:58            3      0.00
01:38:58            4      0.00
01:38:58            5      0.00
01:38:58            6      0.00
01:38:58            7      0.00
01:38:58            8      0.00
01:38:58            9      0.00
01:38:58           10      0.00
01:38:58           11     81.19
01:38:58           12      0.00
01:38:58           13      1.98
01:38:58           14      0.00
01:38:58           15      0.00
01:38:58           16      0.00
01:38:58           17     64.36
01:38:58           18      0.00
01:38:58           19      0.99
01:38:58           20      0.00
01:38:58           21      0.00
01:38:58           22      0.00
01:38:58           23      0.00
01:38:58           24      0.00
01:38:58           25      0.00
01:38:58           26      0.00
01:38:58           27      0.00
01:38:58           28      0.00
01:38:58           29      0.00
01:38:58           30      0.00
01:38:58           31      0.00
01:38:58           32      0.00
01:38:58           33      0.00
01:38:58           34      0.00
01:38:58           35      0.00
01:38:58           36      0.00
01:38:58           37      0.00
01:38:58           38      0.00
01:38:58           39      0.00
01:38:58           40      0.00
01:38:58           41      0.00
01:38:58           42      0.00
01:38:58           43      0.00
01:38:58           44      0.00
01:38:58           45      0.00
01:38:58           46      0.00
01:38:58           47      0.00
01:38:58           48      0.00
01:38:58           49      0.00
01:38:58           50      0.00
01:38:58           51      0.00
01:38:58           52      0.00
01:38:58           53      0.00
01:38:58           54      0.00
01:38:58           55      0.00
01:38:58           56      0.00
01:38:58           57      0.00
01:38:58           58      0.00
01:38:58           59      0.00
01:38:58           60      0.00
01:38:58           61      0.00
01:38:58           62      0.00
01:38:58           63      0.00
Average:          sum    228.71
Average:            0      0.00
Average:            1      0.00
Average:            2     80.20
Average:            3      0.00
Average:            4      0.00
Average:            5      0.00
Average:            6      0.00
Average:            7      0.00
Average:            8      0.00
