Linux 6.18.35 (resarch-fixture) 	09/24/26 	_aarch64_	(5 CPU)

01:38:13        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
01:38:14        all      0.20      0.00      0.20      0.00      0.00      0.00      0.00      0.00      0.00     99.60
01:38:14          0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:38:14          1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:38:14          2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:38:14          3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:38:14          4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:        all      0.20      0.00      0.20      0.00      0.00      0.00      0.00      0.00      0.00     99.60
Average:          0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00

01:38:13       proc/s   cswch/s
01:38:14         0.00    317.00
Average:         0.00    317.00

01:38:13         INTR    intr/s
01:38:14          sum    232.00
01:38:14            0      0.00
01:38:14            1      0.00
01:38:14            2     88.00
01:38:14            3      0.00
01:38:14            4      0.00
01:38:14            5      0.00
01:38:14            6      0.00
01:38:14            7      0.00
01:38:14            8      0.00
01:38:14            9      0.00
01:38:14           10      0.00
01:38:14           11     76.00
01:38:14           12      0.00
01:38:14           13      2.00
01:38:14           14      0.00
01:38:14           15      0.00
01:38:14           16      0.00
01:38:14           17     65.00
01:38:14           18      0.00
01:38:14           19      1.00
01:38:14           20      0.00
01:38:14           21      0.00
01:38:14           22      0.00
01:38:14           23      0.00
01:38:14           24      0.00
01:38:14           25      0.00
01:38:14           26      0.00
01:38:14           27      0.00
01:38:14           28      0.00
01:38:14           29      0.00
01:38:14           30      0.00
01:38:14           31      0.00
01:38:14           32      0.00
01:38:14           33      0.00
01:38:14           34      0.00
01:38:14           35      0.00
01:38:14           36      0.00
01:38:14           37      0.00
01:38:14           38      0.00
01:38:14           39      0.00
01:38:14           40      0.00
01:38:14           41      0.00
01:38:14           42      0.00
01:38:14           43      0.00
01:38:14           44      0.00
01:38:14           45      0.00
01:38:14           46      0.00
01:38:14           47      0.00
01:38:14           48      0.00
01:38:14           49      0.00
01:38:14           50      0.00
01:38:14           51      0.00
01:38:14           52      0.00
01:38:14           53      0.00
01:38:14           54      0.00
01:38:14           55      0.00
01:38:14           56      0.00
01:38:14           57      0.00
01:38:14           58      0.00
01:38:14           59      0.00
01:38:14           60      0.00
01:38:14           61      0.00
01:38:14           62      0.00
01:38:14           63      0.00
Average:          sum    232.00
Average:            0      0.00
Average:            1      0.00
Average:            2     88.00
Average:            3      0.00
Average:            4      0.00
Average:            5      0.00
Average:            6      0.00
Average:            7      0.00
Average:            8      0.00
Average:            9      0.00
Average:           10      0.00
