Linux 6.18.35 (resarch-fixture) 	09/24/26 	_aarch64_	(5 CPU)

01:48:22        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
01:48:23        all      0.00      0.00      0.00      0.00      0.00      0.00      0.20      0.00      0.00     99.80
01:48:23          0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:48:23          1      0.00      0.00      0.00      0.00      0.00      0.00      0.99      0.00      0.00     99.01
01:48:23          2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:48:23          3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:48:23          4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:        all      0.00      0.00      0.00      0.00      0.00      0.00      0.20      0.00      0.00     99.80
Average:          0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          1      0.00      0.00      0.00      0.00      0.00      0.00      0.99      0.00      0.00     99.01
Average:          2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00

01:48:22       proc/s   cswch/s
01:48:23         0.00    359.00
Average:         0.00    359.00

01:48:22         INTR    intr/s
01:48:23          sum    252.00
01:48:23            0      0.00
01:48:23            1      0.00
01:48:23            2     93.00
01:48:23            3      0.00
01:48:23            4      0.00
01:48:23            5      0.00
01:48:23            6      0.00
01:48:23            7      0.00
01:48:23            8      0.00
01:48:23            9      0.00
01:48:23           10      0.00
01:48:23           11     78.00
01:48:23           12      0.00
01:48:23           13      1.00
01:48:23           14      0.00
01:48:23           15      0.00
01:48:23           16      0.00
01:48:23           17     79.00
01:48:23           18      0.00
01:48:23           19      1.00
01:48:23           20      0.00
01:48:23           21      0.00
01:48:23           22      0.00
01:48:23           23      0.00
01:48:23           24      0.00
01:48:23           25      0.00
01:48:23           26      0.00
01:48:23           27      0.00
01:48:23           28      0.00
01:48:23           29      0.00
01:48:23           30      0.00
01:48:23           31      0.00
01:48:23           32      0.00
01:48:23           33      0.00
01:48:23           34      0.00
01:48:23           35      0.00
01:48:23           36      0.00
01:48:23           37      0.00
01:48:23           38      0.00
01:48:23           39      0.00
01:48:23           40      0.00
01:48:23           41      0.00
01:48:23           42      0.00
01:48:23           43      0.00
01:48:23           44      0.00
01:48:23           45      0.00
01:48:23           46      0.00
01:48:23           47      0.00
01:48:23           48      0.00
01:48:23           49      0.00
01:48:23           50      0.00
