Linux 6.18.35 (resarch-fixture) 	09/24/26 	_aarch64_	(5 CPU)

01:32:34        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
01:32:35        all      0.20      0.00      0.20      0.00      0.00      0.00      0.00      0.00      0.00     99.60
01:32:35          0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:32:35          1      0.00      0.00      0.99      0.00      0.00      0.00      0.00      0.00      0.00     99.01
01:32:35          2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:32:35          3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:32:35          4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:        all      0.20      0.00      0.20      0.00      0.00      0.00      0.00      0.00      0.00     99.60
Average:          0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          1      0.00      0.00      0.99      0.00      0.00      0.00      0.00      0.00      0.00     99.01
Average:          2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00

01:32:34       proc/s   cswch/s
01:32:35         0.00    299.00
Average:         0.00    299.00

01:32:34         INTR    intr/s
01:32:35          sum    221.00
01:32:35            0      0.00
01:32:35            1      0.00
01:32:35            2     68.00
01:32:35            3      0.00
01:32:35            4      0.00
01:32:35            5      0.00
01:32:35            6      0.00
01:32:35            7      0.00
01:32:35            8      0.00
01:32:35            9      0.00
01:32:35           10      0.00
01:32:35           11     88.00
01:32:35           12      0.00
01:32:35           13      1.00
01:32:35           14      0.00
01:32:35           15      0.00
01:32:35           16      0.00
01:32:35           17     63.00
01:32:35           18      0.00
01:32:35           19      1.00
01:32:35           20      0.00
01:32:35           21      0.00
01:32:35           22      0.00
01:32:35           23      0.00
01:32:35           24      0.00
01:32:35           25      0.00
01:32:35           26      0.00
01:32:35           27      0.00
01:32:35           28      0.00
01:32:35           29      0.00
01:32:35           30      0.00
01:32:35           31      0.00
01:32:35           32      0.00
01:32:35           33      0.00
01:32:35           34      0.00
01:32:35           35      0.00
01:32:35           36      0.00
01:32:35           37      0.00
01:32:35           38      0.00
01:32:35           39      0.00
01:32:35           40      0.00
01:32:35           41      0.00
01:32:35           42      0.00
01:32:35           43      0.00
01:32:35           44      0.00
01:32:35           45      0.00
01:32:35           46      0.00
01:32:35           47      0.00
01:32:35           48      0.00
01:32:35           49      0.00
01:32:35           50      0.00
01:32:35           51      0.00
01:32:35           52      0.00
01:32:35           53      0.00
01:32:35           54      0.00
01:32:35           55      0.00
01:32:35           56      0.00
01:32:35           57      0.00
01:32:35           58      0.00
01:32:35           59      0.00
01:32:35           60      0.00
01:32:35           61      0.00
01:32:35           62      0.00
01:32:35           63      0.00
Average:          sum    221.00
Average:            0      0.00
Average:            1      0.00
Average:            2     68.00
Average:            3      0.00
Average:            4      0.00
Average:            5      0.00
Average:            6      0.00
Average:            7      0.00
Average:            8      0.00
Average:            9      0.00
Average:           10      0.00
Average:           11     88.00
Average:           12      0.00
Average:           13      1.00
Average:           14      0.00
Average:           15      0.00
Average:           16      0.00
Average:           17     63.00
Average:           18      0.00
Average:           19      1.00
Average:           20      0.00
Average:           21      0.00
Average:           22      0.00
Average:           23      0.00
Average:           24      0.00
Average:           25      0.00
Average:           26      0.00
Average:           27      0.00
Average:           28      0.00
Average:           29      0.00
Average:           30      0.00
Average:           31      0.00
Average:           32      0.00
Average:           33      0.00
Average:           34      0.00
Average:           35      0.00
Average:           36      0.00
Average:           37      0.00
