Linux 6.18.35 (resarch-fixture) 	09/24/26 	_aarch64_	(5 CPU)

01:28:24        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
01:28:25        all      0.00      0.00      0.20      0.00      0.00      0.00      0.00      0.00      0.00     99.80
01:28:25          0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:28:25          1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:28:25          2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:28:25          3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:28:25          4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:        all      0.00      0.00      0.20      0.00      0.00      0.00      0.00      0.00      0.00     99.80
Average:          0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00

01:28:24       proc/s   cswch/s
01:28:25         1.00    312.00
Average:         1.00    312.00

01:28:24         INTR    intr/s
01:28:25          sum    220.00
01:28:25            0      0.00
01:28:25            1      2.00
01:28:25            2     74.00
01:28:25            3      0.00
01:28:25            4      0.00
01:28:25            5      0.00
01:28:25            6      0.00
01:28:25            7      0.00
01:28:25            8      0.00
01:28:25            9      0.00
01:28:25           10      0.00
01:28:25           11     78.00
01:28:25           12      0.00
01:28:25           13      2.00
01:28:25           14      0.00
01:28:25           15      0.00
01:28:25           16      0.00
01:28:25           17     63.00
01:28:25           18      0.00
01:28:25           19      1.00
01:28:25           20      0.00
01:28:25           21      0.00
01:28:25           22      0.00
01:28:25           23      0.00
01:28:25           24      0.00
01:28:25           25      0.00
01:28:25           26      0.00
01:28:25           27      0.00
01:28:25           28      0.00
01:28:25           29      0.00
01:28:25           30      0.00
01:28:25           31      0.00
01:28:25           32      0.00
01:28:25           33      0.00
01:28:25           34      0.00
01:28:25           35      0.00
01:28:25           36      0.00
01:28:25           37      0.00
01:28:25           38      0.00
01:28:25           39      0.00
01:28:25           40      0.00
01:28:25           41      0.00
01:28:25           42      0.00
01:28:25           43      0.00
01:28:25           44      0.00
01:28:25           45      0.00
01:28:25           46      0.00
01:28:25           47      0.00
01:28:25           48      0.00
01:28:25           49      0.00
01:28:25           50      0.00
01:28:25           51      0.00
01:28:25           52      0.00
01:28:25           53      0.00
01:28:25           54      0.00
01:28:25           55      0.00
01:28:25           56      0.00
01:28:25           57      0.00
01:28:25           58      0.00
01:28:25           59      0.00
01:28:25           60      0.00
01:28:25           61      0.00
01:28:25           62      0.00
01:28:25           63      0.00
Average:          sum    220.00
Average:            0      0.00
Average:            1      2.00
Average:            2     74.00
Average:            3      0.00
Average:            4      0.00
Average:            5      0.00
Average:            6      0.00
Average:            7      0.00
Average:            8      0.00
Average:            9      0.00
Average:           10      0.00
Average:           11     78.00
Average:           12      0.00
Average:           13      2.00
Average:           14      0.00
Average:           15      0.00
Average:           16      0.00
Average:           17     63.00
Average:           18      0.00
Average:           19      1.00
Average:           20      0.00
Average:           21      0.00
Average:           22      0.00
Average:           23      0.00
Average:           24      0.00
Average:           25      0.00
Average:           26      0.00
Average:           27      0.00
Average:           28      0.00
Average:           29      0.00
Average:           30      0.00
Average:           31      0.00
Average:           32      0.00
Average:           33      0.00
Average:           34      0.00
Average:           35      0.00
Average:           36      0.00
Average:           37      0.00
Average:           38      0.00
Average:           39      0.00
Average:           40      0.00
Average:           41      0.00
Average:           42      0.00
Average:           43      0.00
Average:           44      0.00
Average:           45      0.00
Average:           46      0.00
Average:           47      0.00
Average:           48      0.00
Average:           49      0.00
Average:           50      0.00
Average:           51      0.00
