Linux 6.18.35 (resarch-fixture) 	09/24/26 	_aarch64_	(5 CPU)

01:34:03        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
01:34:04        all      0.00      0.00      0.00      0.00      0.00      0.00      0.20      0.00      0.00     99.80
01:34:04          0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:34:04          1      0.00      0.00      0.00      0.00      0.00      0.00      0.98      0.00      0.00     99.02
01:34:04          2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:34:04          3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:34:04          4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:        all      0.00      0.00      0.00      0.00      0.00      0.00      0.20      0.00      0.00     99.80
Average:          0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          1      0.00      0.00      0.00      0.00      0.00      0.00      0.98      0.00      0.00     99.02
Average:          2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00

01:34:03       proc/s   cswch/s
01:34:04         0.00    225.00
Average:         0.00    225.00

01:34:03         INTR    intr/s
01:34:04          sum    149.00
01:34:04            0      0.00
01:34:04            1      0.00
01:34:04            2     10.00
01:34:04            3      0.00
01:34:04            4      0.00
01:34:04            5      0.00
01:34:04            6      0.00
01:34:04            7      0.00
01:34:04            8      0.00
01:34:04            9      0.00
01:34:04           10      0.00
01:34:04           11     74.00
01:34:04           12      0.00
01:34:04           13      1.00
01:34:04           14      0.00
01:34:04           15      0.00
01:34:04           16      0.00
01:34:04           17     63.00
01:34:04           18      0.00
01:34:04           19      1.00
01:34:04           20      0.00
01:34:04           21      0.00
01:34:04           22      0.00
01:34:04           23      0.00
01:34:04           24      0.00
01:34:04           25      0.00
01:34:04           26      0.00
01:34:04           27      0.00
01:34:04           28      0.00
01:34:04           29      0.00
01:34:04           30      0.00
01:34:04           31      0.00
01:34:04           32      0.00
01:34:04           33      0.00
01:34:04           34      0.00
01:34:04           35      0.00
01:34:04           36      0.00
01:34:04           37      0.00
01:34:04           38      0.00
01:34:04           39      0.00
01:34:04           40      0.00
01:34:04           41      0.00
01:34:04           42      0.00
01:34:04           43      0.00
01:34:04           44      0.00
01:34:04           45      0.00
01:34:04           46      0.00
01:34:04           47      0.00
01:34:04           48      0.00
01:34:04           49      0.00
01:34:04           50      0.00
01:34:04           51      0.00
01:34:04           52      0.00
01:34:04           53      0.00
01:34:04           54      0.00
01:34:04           55      0.00
01:34:04           56      0.00
01:34:04           57      0.00
01:34:04           58      0.00
01:34:04           59      0.00
01:34:04           60      0.00
01:34:04           61      0.00
01:34:04           62      0.00
01:34:04           63      0.00
Average:          sum    149.00
Average:            0      0.00
Average:            1      0.00
Average:            2     10.00
