Linux 6.18.35 (resarch-fixture) 	09/24/26 	_aarch64_	(5 CPU)

01:35:31        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
01:35:32        all      0.20      0.00      0.20      0.00      0.00      0.00      0.20      0.00      0.00     99.40
01:35:32          0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:35:32          1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:35:32          2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:35:32          3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:35:32          4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:        all      0.20      0.00      0.20      0.00      0.00      0.00      0.20      0.00      0.00     99.40
Average:          0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00

01:35:31       proc/s   cswch/s
01:35:32         0.00    312.00
Average:         0.00    312.00

01:35:31         INTR    intr/s
01:35:32          sum    243.00
01:35:32            0      0.00
01:35:32            1      0.00
01:35:32            2     81.00
01:35:32            3      0.00
01:35:32            4      0.00
01:35:32            5      0.00
01:35:32            6      0.00
01:35:32            7      0.00
01:35:32            8      0.00
01:35:32            9      0.00
01:35:32           10      0.00
01:35:32           11     94.00
01:35:32           12      0.00
01:35:32           13      4.00
01:35:32           14      0.00
01:35:32           15      0.00
01:35:32           16      0.00
01:35:32           17     63.00
01:35:32           18      0.00
01:35:32           19      1.00
01:35:32           20      0.00
01:35:32           21      0.00
01:35:32           22      0.00
01:35:32           23      0.00
01:35:32           24      0.00
01:35:32           25      0.00
01:35:32           26      0.00
01:35:32           27      0.00
01:35:32           28      0.00
01:35:32           29      0.00
01:35:32           30      0.00
01:35:32           31      0.00
01:35:32           32      0.00
01:35:32           33      0.00
01:35:32           34      0.00
01:35:32           35      0.00
01:35:32           36      0.00
01:35:32           37      0.00
01:35:32           38      0.00
01:35:32           39      0.00
01:35:32           40      0.00
01:35:32           41      0.00
01:35:32           42      0.00
01:35:32           43      0.00
01:35:32           44      0.00
01:35:32           45      0.00
01:35:32           46      0.00
01:35:32           47      0.00
01:35:32           48      0.00
01:35:32           49      0.00
01:35:32           50      0.00
01:35:32           51      0.00
01:35:32           52      0.00
01:35:32           53      0.00
01:35:32           54      0.00
01:35:32           55      0.00
01:35:32           56      0.00
01:35:32           57      0.00
01:35:32           58      0.00
01:35:32           59      0.00
01:35:32           60      0.00
01:35:32           61      0.00
01:35:32           62      0.00
01:35:32           63      0.00
Average:          sum    243.00
Average:            0      0.00
Average:            1      0.00
Average:            2     81.00
Average:            3      0.00
Average:            4      0.00
Average:            5      0.00
Average:            6      0.00
Average:            7      0.00
Average:            8      0.00
Average:            9      0.00
Average:           10      0.00
Average:           11     94.00
Average:           12      0.00
Average:           13      4.00
Average:           14      0.00
Average:           15      0.00
Average:           16      0.00
Average:           17     63.00
Average:           18      0.00
Average:           19      1.00
Average:           20      0.00
Average:           21      0.00
Average:           22      0.00
Average:           23      0.00
Average:           24      0.00
Average:           25      0.00
Average:           26      0.00
Average:           27      0.00
Average:           28      0.00
Average:           29      0.00
Average:           30      0.00
Average:           31      0.00
Average:           32      0.00
Average:           33      0.00
Average:           34      0.00
Average:           35      0.00
Average:           36      0.00
Average:           37      0.00
Average:           38      0.00
Average:           39      0.00
Average:           40      0.00
Average:           41      0.00
Average:           42      0.00
Average:           43      0.00
Average:           44      0.00
Average:           45      0.00
Average:           46      0.00
Average:           47      0.00
Average:           48      0.00
Average:           49      0.00
Average:           50      0.00
Average:           51      0.00
Average:           52      0.00
Average:           53      0.00
Average:           54      0.00
Average:           55      0.00
Average:           56      0.00
Average:           57      0.00
Average:           58      0.00
Average:           59      0.00
Average:           60      0.00
Average:           61      0.00
Average:           62      0.00
Average:           63      0.00

01:35:31     pswpin/s pswpout/s
01:35:32         0.00      0.00
Average:         0.00      0.00

01:35:31     pgpgin/s pgpgout/s   fault/s  majflt/s  pgfree/s pgscank/s pgscand/s pgsteal/s    %vmeff
