Linux 6.18.35 (resarch-fixture) 	09/24/26 	_aarch64_	(5 CPU)

01:39:37        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
01:39:38        all      0.00      0.00      0.20      0.00      0.00      0.00      0.00      0.00      0.00     99.80
01:39:38          0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:39:38          1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:39:38          2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:39:38          3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
01:39:38          4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:        all      0.00      0.00      0.20      0.00      0.00      0.00      0.00      0.00      0.00     99.80
Average:          0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00

01:39:37       proc/s   cswch/s
01:39:38         0.00    238.61
Average:         0.00    238.61

01:39:37         INTR    intr/s
01:39:38          sum    158.42
01:39:38            0      0.00
01:39:38            1      0.00
01:39:38            2     14.85
01:39:38            3      0.00
01:39:38            4      0.00
01:39:38            5      0.00
01:39:38            6      0.00
01:39:38            7      0.00
01:39:38            8      0.00
01:39:38            9      0.00
01:39:38           10      0.00
01:39:38           11     77.23
01:39:38           12      0.00
01:39:38           13      0.99
01:39:38           14      0.00
01:39:38           15      0.00
01:39:38           16      0.00
01:39:38           17     64.36
01:39:38           18      0.00
01:39:38           19      0.99
01:39:38           20      0.00
01:39:38           21      0.00
01:39:38           22      0.00
01:39:38           23      0.00
01:39:38           24      0.00
01:39:38           25      0.00
01:39:38           26      0.00
01:39:38           27      0.00
01:39:38           28      0.00
01:39:38           29      0.00
01:39:38           30      0.00
01:39:38           31      0.00
01:39:38           32      0.00
01:39:38           33      0.00
01:39:38           34      0.00
01:39:38           35      0.00
01:39:38           36      0.00
01:39:38           37      0.00
01:39:38           38      0.00
01:39:38           39      0.00
01:39:38           40      0.00
01:39:38           41      0.00
01:39:38           42      0.00
01:39:38           43      0.00
01:39:38           44      0.00
01:39:38           45      0.00
01:39:38           46      0.00
01:39:38           47      0.00
01:39:38           48      0.00
01:39:38           49      0.00
01:39:38           50      0.00
01:39:38           51      0.00
01:39:38           52      0.00
01:39:38           53      0.00
01:39:38           54      0.00
01:39:38           55      0.00
01:39:38           56      0.00
01:39:38           57      0.00
01:39:38           58      0.00
01:39:38           59      0.00
01:39:38           60      0.00
01:39:38           61      0.00
01:39:38           62      0.00
01:39:38           63      0.00
Average:          sum    158.42
Average:            0      0.00
Average:            1      0.00
Average:            2     14.85
Average:            3      0.00
Average:            4      0.00
Average:            5      0.00
Average:            6      0.00
Average:            7      0.00
Average:            8      0.00
Average:            9      0.00
